location,itm_east,itm_north,longitude,latitude,type,lighting,suitable_for_the_disabled,parking
אבו גוש,210525,634529,35.10942674,31.80309338,אולם ספורט,yes,yes,yes
אבו גוש,210265,635399,35.10667282,31.81093732,אולם ספורט,yes,yes,yes
אבו גוש,210232,635383,35.10632446,31.81079275,כדורסל,yes,yes,yes
אבו גוש,210403,635436,35.1081299,31.81127211,כדורסל,no,yes,yes
אבו גוש,210393,635129,35.10802717,31.80850338,מגרש ספורט,yes,yes,yes
אבו גוש,210523,634529,35.10940562,31.80309337,מגרש ספורט,no,yes,yes
אבו סנאן,216156,762892,35.16843402,32.96064964,אולם ספורט,yes,yes,yes
אבו סנאן,216062,762871,35.1674287,32.96045999,מגרש ספורט,yes,yes,yes
אבו סנאן,215339,763104,35.15969465,32.96255836,מגרש ספורט,yes,yes,yes
אבו סנאן,216190,763120,35.16879685,32.96270557,אולם ספורט,yes,yes,yes
אבו סנאן,215380,763090,35.16013325,32.96243228,אולם ספורט,yes,yes,yes
אבו סנאן,215320,763110,35.1594914,32.96261239,כדורגל,yes,yes,yes
אבו סנאן,216250,763130,35.16943857,32.96279592,מגרש ספורט,yes,yes,yes
אבו סנאן,216960,762890,35.17703339,32.96063379,מגרש ספורט,yes,yes,yes
אבן יהודה,190312,687459,34.89436997,32.28007529,אולם ספורט,yes,yes,yes
אבן יהודה,189230,687430,34.88288552,32.27978505,כדורגל,no,no,no
אבן יהודה,189230,687430,34.88288552,32.27978505,מגרש ספורט,yes,yes,yes
אבן יהודה,189010,685910,34.88059895,32.26607232,אולם ספורט,yes,yes,yes
אבן יהודה,189010,685910,34.88059895,32.26607232,אולם ספורט,yes,yes,yes
אבן יהודה,189010,685910,34.88059895,32.26607232,מגרש ספורט,yes,yes,yes
אבן יהודה,189010,685910,34.88059895,32.26607232,טניס,yes,yes,yes
אבן יהודה,189010,685910,34.88059895,32.26607232,מגרש ספורט,yes,yes,yes
אבן יהודה,188750,685700,34.87784628,32.26417151,אולם ספורט,yes,yes,yes
אבן יהודה,188750,685700,34.87784628,32.26417151,טניס,yes,yes,yes
אבן יהודה,188750,685700,34.87784628,32.26417151,כדורגל,yes,yes,yes
אבן יהודה,188750,685700,34.87784628,32.26417151,מגרש ספורט,yes,yes,yes
אבן יהודה,189410,685570,34.88485502,32.26301714,אולם ספורט,yes,yes,yes
אבן יהודה,189620,688220,34.88700052,32.28691943,אולם ספורט,yes,yes,yes
אום אל-פחם,213984,716073,35.14548204,32.53847074,מגרש ספורט,yes,yes,yes
אום אל-פחם,214446,715016,35.15040592,32.52894159,מגרש ספורט,yes,yes,yes
אום אל-פחם,214543,715153,35.15143769,32.53017741,מגרש ספורט,yes,yes,yes
אום אל-פחם,214519,715184,35.15118205,32.53045684,מגרש ספורט,yes,yes,yes
אום אל-פחם,213684,714619,35.14229746,32.52535793,מגרש ספורט,no,no,no
אום אל-פחם,214691,715330,35.15301215,32.53177414,מגרש ספורט,no,no,no
אום אל-פחם,215075,713829,35.15710678,32.51824064,מגרש ספורט,no,no,no
אום אל-פחם,217334,715465,35.18114551,32.53299986,מגרש ספורט,no,no,no
אום אל-פחם,214646,715770,35.15253086,32.53574159,מגרש ספורט,no,no,no
אום אל-פחם,215024,713353,35.15656627,32.51394815,מגרש ספורט,no,no,no
אום אל-פחם,214271,713669,35.1485507,32.51679434,מגרש ספורט,no,no,no
אום אל-פחם,215342,715422,35.15994137,32.53260638,מגרש ספורט,no,no,no
אום אל-פחם,215251,714743,35.15897579,32.52648323,מגרש ספורט,no,no,no
אום אל-פחם,214407,713273,35.15000028,32.51322408,מגרש ספורט,no,no,no
אום אל-פחם,214097,713890,35.14669757,32.51878635,מגרש ספורט,no,no,no
אום אל-פחם,213484,714058,35.1401723,32.5202981,מגרש ספורט,no,no,no
אום אל-פחם,213570,714036,35.14108775,32.52010019,מגרש ספורט,no,no,no
אום אל-פחם,215218,712629,35.15863423,32.50742032,מגרש ספורט,no,no,no
אום אל-פחם,213150,713008,35.13662457,32.51082796,מגרש ספורט,no,no,no
אום אל-פחם,215263,713294,35.15911009,32.51341707,מגרש ספורט,no,no,no
אום אל-פחם,214055,714170,35.14624894,32.52131101,מגרש ספורט,no,no,no
אום אל-פחם,212704,713865,35.13187197,32.51855323,מגרש ספורט,no,no,no
אום אל-פחם,211787,712294,35.12212523,32.50438087,מגרש ספורט,no,no,no
אום אל-פחם,216109,716368,35.16810241,32.54113945,מגרש ספורט,no,no,no
אום אל-פחם,213558,713980,35.14096039,32.51959515,אולם ספורט,no,no,no
אום אל-פחם,214810,712863,35.15429123,32.50952873,אולם ספורט,no,no,no
אום אל-פחם,214340,715087,35.14927724,32.52958133,אולם ספורט,no,no,no
אום אל-פחם,214674,714017,35.15283797,32.51993423,אולם ספורט,no,no,no
אום אל-פחם,214884,715446,35.15506598,32.53282098,כדורגל,yes,yes,yes
אום אל-פחם,214485,713226,35.15083064,32.51280062,מגרש ספורט,yes,yes,no
אום אל-פחם,214895,713122,35.15519452,32.5118646,כדורגל,yes,yes,yes
אום אל-פחם,214372,714233,35.14962254,32.52188063,כדורגל,yes,no,yes
אום אל-פחם,214778,715404,35.15393785,32.5324418,כדורגל,yes,yes,yes
אום אל-פחם,215458,713769,35.16118331,32.51770107,מגרש ספורט,yes,yes,yes
אום אל-פחם,213527,713942,35.1406307,32.51925232,מגרש ספורט,yes,yes,yes
אום אל-פחם,214236,715769,35.14816638,32.53573069,מגרש ספורט,no,no,yes
אום אל-פחם,214804,712827,35.15422756,32.50920408,מגרש ספורט,yes,yes,yes
אום אל-פחם,213157,713443,35.13669612,32.51475058,מגרש ספורט,yes,yes,yes
אום אל-פחם,213009,713459,35.13512091,32.51489399,מגרש ספורט,yes,yes,no
אופקים,162513,580750,34.60553155,31.31671143,אולם ספורט,yes,no,yes
אופקים,163276,580480,34.61356206,31.31431354,מגרש ספורט,yes,no,yes
אופקים,163200,579600,34.61281331,31.30637347,כדורסל,yes,yes,no
אופקים,163200,579600,34.61281331,31.30637347,כדורסל,yes,yes,yes
אופקים,163200,579900,34.6127964,31.30907906,כדורסל,no,yes,yes
אופקים,163700,579500,34.61807082,31.30549569,אולם ספורט,yes,no,yes
אופקים,163500,581100,34.61588034,31.31991591,אולם ספורט,yes,yes,yes
אופקים,164100,579600,34.62226678,31.30641668,אולם ספורט,yes,yes,yes
אופקים,164100,579600,34.62226678,31.30641668,אולם ספורט,yes,yes,yes
אופקים,163700,580350,34.61802333,31.31316154,אולם ספורט,no,no,yes
אופקים,163600,579500,34.61702045,31.30549089,טניס,yes,yes,yes
אופקים,163500,580500,34.61591399,31.31450473,כדורסל,yes,no,yes
אופקים,164400,579000,34.62545103,31.30101972,כדורסל,yes,no,yes
אופקים,164500,579900,34.6264518,31.30914126,כדורסל,no,no,yes
אופקים,163800,579500,34.6191212,31.30550048,כדורסל,no,no,yes
אופקים,163700,580100,34.6180373,31.31090688,כדורסל,yes,no,yes
אופקים,163300,581000,34.6137849,31.31900439,מגרש ספורט,yes,no,yes
אור יהודה,187347,659888,34.86382292,32.03136535,מגרש ספורט,yes,no,yes
אור יהודה,186634,660017,34.85627061,32.03250816,אולם ספורט,yes,yes,yes
אור יהודה,186502,659351,34.85489605,32.02649837,אולם ספורט,no,no,yes
אור יהודה,188070,659060,34.87150371,32.02391881,מגרש ספורט,no,no,yes
אור יהודה,186910,660050,34.8591913,32.03281374,מגרש ספורט,yes,no,yes
אור יהודה,186830,660060,34.85834406,32.03290161,כדורגל,yes,yes,yes
אור יהודה,186009,659234,34.84968144,32.02542878,כדורגל,no,no,yes
אור יהודה,186624,659459,34.8561838,32.02747586,טניס,yes,no,yes
אור יהודה,186624,659465,34.85618359,32.02752997,כדורסל,yes,no,yes
אור יהודה,186509,659351,34.85497014,32.02649857,כדורסל,yes,yes,yes
אור יהודה,186675,659292,34.85672936,32.02597134,מגרש ספורט,yes,no,yes
אור יהודה,186370,659365,34.85349827,32.02662076,כדורסל,no,yes,yes
אור יהודה,187113,659982,34.8613426,32.03220635,אולם ספורט,yes,no,yes
אור יהודה,186903,659221,34.85914525,32.02533767,כדורסל,no,yes,yes
אור יהודה,187112,659979,34.86133212,32.03217927,מגרש ספורט,no,yes,yes
אור יהודה,187462,659902,34.86503986,32.03149486,כדורגל,yes,yes,yes
אור יהודה,187291,659710,34.86323605,32.02975856,אולם ספורט,yes,yes,yes
אור יהודה,185404,659710,34.84326041,32.02970323,אולם ספורט,yes,yes,yes
אור עקיבא,192394,713090,34.91573562,32.51125428,כדורסל,yes,yes,yes
אור עקיבא,192685,711950,34.91886496,32.50098162,מגרש ספורט,yes,no,yes
אור עקיבא,192685,711950,34.91886496,32.50098162,כדורסל,no,yes,yes
אור עקיבא,192503,713746,34.91687676,32.51717228,כדורסל,no,no,yes
אור עקיבא,192470,713170,34.91654211,32.51197752,מגרש ספורט,yes,yes,yes
אור עקיבא,193400,712050,34.92647039,32.50190039,מגרש ספורט,yes,yes,yes
אור עקיבא,192810,713050,34.92016384,32.51090367,כדורסל,yes,yes,yes
אור עקיבא,192450,713746,34.9163127,32.51717099,כדורסל,yes,yes,yes
אור עקיבא,192503,713170,34.9168933,32.51197832,מגרש ספורט,yes,yes,yes
אור עקיבא,192810,713746,34.92014408,32.51717971,מגרש ספורט,yes,yes,yes
אור עקיבא,192290,712630,34.91464215,32.50710378,כדורגל,yes,no,yes
אור עקיבא,192450,712510,34.91634825,32.50602561,כדורסל,yes,yes,yes
אור עקיבא,193400,712630,34.92645429,32.50713044,כדורגל,yes,yes,yes
אור עקיבא,192290,712050,34.91465893,32.50187374,כדורסל,yes,yes,yes
אור עקיבא,192450,712510,34.91634825,32.50602561,מגרש ספורט,yes,yes,yes
אור עקיבא,193400,712630,34.92645429,32.50713044,כדורגל,yes,yes,yes
אור עקיבא,192810,713050,34.92016384,32.51090367,כדורסל,yes,yes,yes
אור עקיבא,192774,713692,34.91976248,32.51669191,מגרש ספורט,yes,yes,yes
אור עקיבא,192260,713110,34.914309,32.51143135,אולם ספורט,yes,no,yes
אור עקיבא,192420,713110,34.91601173,32.51143526,אולם ספורט,yes,yes,yes
אור עקיבא,192880,711800,34.92094417,32.49963372,אולם ספורט,no,no,no
אור עקיבא,192490,711980,34.91678913,32.50124741,אולם ספורט,no,yes,yes
אור עקיבא,192290,712650,34.91464158,32.50728412,אולם ספורט,no,yes,yes
אור עקיבא,192510,712030,34.91700051,32.50169876,כדורגל,no,yes,yes
אור עקיבא,192640,713840,34.91833213,32.51802324,טניס,yes,yes,no
אור עקיבא,192470,713170,34.91654211,32.51197752,טניס,yes,yes,yes
אור עקיבא,192470,713170,34.91654211,32.51197752,טניס,yes,no,yes
אור עקיבא,192450,713050,34.91633272,32.51089496,מגרש ספורט,yes,yes,yes
אור עקיבא,192460,713150,34.91643627,32.51179693,כדורסל,yes,yes,yes
אור עקיבא,192503,713746,34.91687676,32.51717228,אולם ספורט,yes,yes,yes
אורנית,199650,669900,34.99385806,32.12193633,כדורגל,yes,yes,yes
אורנית,199650,669950,34.99385702,32.12238723,כדורסל,no,no,yes
אורנית,199750,670950,34.99489608,32.13140689,אולם ספורט,yes,yes,yes
אורנית,199750,670850,34.99489814,32.1305051,מגרש ספורט,yes,yes,yes
אורנית,199750,670750,34.9949002,32.12960331,כדורסל,no,yes,yes
אורנית,111111,222222,34.10151224,28.07927385,אולם ספורט,no,yes,yes
אורנית,222222,111111,35.23166252,27.0810194,מגרש ספורט,no,yes,yes
אזור,182310,658780,34.81054358,32.02121905,כדורסל,no,no,no
אזור,181330,659940,34.80012443,32.03164715,כדורסל,no,no,no
אזור,182370,658980,34.81117096,32.0230246,אולם ספורט,no,yes,yes
אזור,182440,658980,34.81191192,32.0230269,כדורגל,no,no,no
אזור,182380,658930,34.81127874,32.02257404,כדורסל,no,no,no
אזור,182030,659300,34.80755959,32.02589912,כדורסל,no,yes,yes
אזור,182010,658610,34.80737472,32.01967611,אולם ספורט,no,yes,yes
אזור,181980,658640,34.80705601,32.01994565,מגרש ספורט,no,no,no
אזור,181140,659800,34.79811865,32.03037822,מגרש ספורט,no,no,yes
אזור,182640,658970,34.81402933,32.02294326,מגרש ספורט,no,yes,yes
אזור,182610,658970,34.81371177,32.02294228,מגרש ספורט,no,no,no
אזור,181092,659749,34.79761256,32.02991668,אולם ספורט,no,no,no
אזור,181189,659492,34.79864961,32.02760237,מגרש ספורט,no,yes,yes
אזור,181189,659492,34.79864961,32.02760237,כדורסל,no,no,no
אילת,196639,386326,34.96830245,29.56413006,כדורגל,no,no,no
אילת,196557,386389,34.96745494,29.5646969,כדורגל,no,yes,yes
אילת,196478,386418,34.96663911,29.56495707,כדורגל,no,yes,yes
אילת,196666,386207,34.96858356,29.563057,מגרש ספורט,no,no,no
אילת,192948,384427,34.93026057,29.54692514,אולם ספורט,yes,yes,yes
אילת,192568,384089,34.92634829,29.54386774,אולם ספורט,no,no,no
אילת,193538,385044,34.93633316,29.5525038,אולם ספורט,yes,yes,yes
אילת,193790,384833,34.93893827,29.5506055,מגרש ספורט,yes,yes,yes
אילת,194768,386349,34.94899469,29.56430181,אולם ספורט,yes,yes,yes
אילת,194839,386345,34.94972745,29.56426713,מגרש ספורט,yes,yes,yes
אילת,193987,386382,34.94093461,29.56458377,אולם ספורט,yes,yes,yes
אילת,196228,385391,34.96408123,29.55568738,כדורגל,yes,yes,yes
אילת,195926,385202,34.96096917,29.55397665,טניס,yes,yes,yes
אילת,196085,384583,34.96262306,29.54839535,מגרש ספורט,yes,yes,yes
אילת,195248,384711,34.95398438,29.5495341,מגרש ספורט,yes,yes,yes
אילת,194120,385957,34.94231698,29.56075237,אולם ספורט,yes,yes,yes
אילת,195073,385124,34.95216952,29.55325655,טניס,yes,yes,yes
אילת,194755,386180,34.94886438,29.56277693,אולם ספורט,yes,yes,yes
אילת,196411,384415,34.96599016,29.54688582,מגרש ספורט,yes,yes,yes
אילת,195059,386214,34.95200061,29.56308966,אולם ספורט,yes,yes,yes
אילת,194778,385103,34.94912616,29.55306128,אולם ספורט,yes,no,yes
אילת,194082,385401,34.94193783,29.55573567,אולם ספורט,yes,no,yes
אילת,192236,380645,34.92300905,29.51279056,מגרש ספורט,yes,no,yes
אילת,193647,386136,34.93743191,29.56235749,מגרש ספורט,yes,no,yes
אילת,195740,384898,34.95905662,29.55123059,טניס,yes,yes,yes
אילת,196228,384894,34.96409184,29.55120371,טניס,yes,yes,yes
אילת,196275,384849,34.96457774,29.55079862,מגרש ספורט,no,yes,yes
אילת,192275,380663,34.92341084,29.5129538,טניס,yes,yes,no
אילת,190526,378865,34.90541939,29.4966938,טניס,yes,yes,yes
אילת,192096,380949,34.92155747,29.51553003,טניס,yes,yes,yes
אילת,192373,380896,34.92441583,29.51505794,טניס,yes,yes,yes
אילת,194874,385103,34.95011669,29.55306318,טניס,no,yes,yes
אילת,194774,385112,34.94908468,29.55314239,מגרש ספורט,yes,yes,no
אילת,193647,386136,34.93743191,29.56235749,אולם ספורט,yes,yes,yes
אילת,193285,385356,34.9337152,29.5553132,אולם ספורט,no,yes,yes
אילת,193285,385356,34.9337152,29.5553132,מגרש ספורט,yes,yes,yes
אילת,193202,384678,34.93287514,29.54919491,כדורסל,yes,yes,yes
אילת,195954,380504,34.96135949,29.51159418,טניס,yes,yes,yes
אילת,196338,388273,34.96515494,29.58168925,כדורסל,yes,yes,yes
אילת,196338,388273,34.96515494,29.58168925,כדורגל,yes,yes,yes
אילת,192903,385103,34.92977979,29.55302268,אולם ספורט,yes,yes,yes
אילת,193948,384534,34.9405755,29.54791133,אולם ספורט,yes,yes,yes
אילת,192889,383687,34.9296699,29.540248,אולם ספורט,yes,yes,yes
אילת,193207,384111,34.9329404,29.54407985,אולם ספורט,yes,yes,yes
אילת,192731,384111,34.92802944,29.54406972,אולם ספורט,yes,yes,yes
אילת,194781,385129,34.94915652,29.5532959,כדורסל,yes,yes,yes
אילת,193591,385050,34.93687987,29.55255903,מגרש ספורט,yes,yes,yes
אילת,192711,383125,34.92784732,29.53517413,מגרש ספורט,yes,no,yes
אילת,193816,385077,34.93920079,29.55280727,כדורסל,yes,no,yes
אילת,193419,385315,34.93509883,29.55494613,כדורסל,yes,no,yes
אילת,194531,385765,34.94656242,29.55902856,כדורסל,yes,no,yes
אילת,192929,384997,34.93005064,29.55206696,כדורסל,yes,yes,yes
אכסאל,230650,731416,35.32308017,32.67678064,מגרש ספורט,yes,yes,yes
אכסאל,230501,731416,35.32149157,32.67678213,מגרש ספורט,no,yes,yes
אכסאל,230743,732614,35.32408611,32.68758224,מגרש ספורט,yes,yes,yes
אכסאל,230400,731470,35.32041537,32.67727006,אולם ספורט,yes,yes,yes
אכסאל,230490,731605,35.32137651,32.67848648,אולם ספורט,yes,yes,yes
אכסאל,230474,731350,35.32120293,32.67618727,כדורגל,yes,yes,yes
אכסאל,230564,731409,35.32216318,32.67671838,כדורגל,yes,yes,yes
אכסאל,230590,731470,35.32244111,32.67726817,מגרש ספורט,yes,yes,yes
אכסאל,230500,731480,35.32148166,32.67735924,מגרש ספורט,yes,yes,yes
אכסאל,230410,732190,35.32053038,32.68376231,מגרש ספורט,yes,yes,yes
אכסאל,230745,732648,35.32410784,32.68788881,אולם ספורט,yes,yes,yes
אכסאל,230428,731402,35.3207131,32.67665661,טניס,yes,no,yes
אכסאל,229710,731850,35.31306287,32.68070316,כדורגל,yes,yes,yes
אל קסום,195971,573876,34.95718034,31.25587298,מגרש ספורט,no,yes,yes
אל קסום,188726,576084,34.88104959,31.27561815,כדורסל,yes,yes,yes
אל קסום,188763,575944,34.88144243,31.27435647,כדורסל,yes,yes,yes
אל קסום,192527,577032,34.92093773,31.28426249,כדורגל,yes,yes,yes
אל קסום,189090,575558,34.88488789,31.27088371,כדורסל,yes,yes,yes
אל קסום,192403,577013,34.91963602,31.28408825,מגרש ספורט,yes,yes,yes
אל-בטוף,246250,748500,35.48989323,32.83055889,מגרש ספורט,yes,yes,yes
אל-בטוף,230200,744000,35.31842662,32.79025597,כדורסל,yes,yes,yes
אל-בטוף,230000,744000,35.31629157,32.7902579,מגרש ספורט,yes,yes,yes
אל-בטוף,229200,742200,35.30773261,32.77403461,כדורגל,yes,yes,yes
אל-בטוף,229000,742800,35.30560407,32.77944656,כדורסל,yes,yes,yes
אל-בטוף,231088,744211,35.32790888,32.79214958,מגרש ספורט,yes,yes,yes
אל-בטוף,228957,742047,35.30513744,32.77265712,מגרש ספורט,yes,yes,yes
אל-בטוף,230084,743772,35.3171857,32.78820122,מגרש ספורט,yes,yes,yes
אלונה,199750,715410,34.99397006,32.53232984,כדורסל,yes,yes,yes
אלונה,204220,717130,35.04152347,32.54791031,כדורסל,yes,yes,yes
אלונה,202250,718930,35.02051683,32.56411252,אולם ספורט,yes,yes,yes
אלונה,202280,719000,35.020835,32.5647442,כדורגל,yes,yes,yes
אלונה,202330,718910,35.02136907,32.56393342,כדורסל,yes,yes,yes
אליכין,192506,701545,34.91725813,32.40715142,מגרש ספורט,yes,yes,yes
אליכין,193092,701713,34.92348251,32.4086804,מגרש ספורט,yes,yes,yes
אליכין,193107,701654,34.9236436,32.40814872,מגרש ספורט,yes,yes,yes
אליכין,193050,701676,34.92303708,32.40834575,מגרש ספורט,yes,yes,yes
אליכין,193697,701555,34.92991797,32.40726982,כדורסל,yes,yes,yes
אלעד,618150,618150,39.4025478,31.5863541,מגרש ספורט,yes,yes,yes
אלעד,619120,619120,39.41313269,31.59474275,אולם ספורט,yes,yes,yes
אלעד,195252,663098,34.94742576,32.0605103,מגרש ספורט,no,yes,yes
אלעד,623590,623590,39.46193494,31.6333861,כדורסל,no,yes,yes
אלעד,620170,620170,39.4245927,31.60382206,כדורסל,yes,yes,yes
אלעד,622930,622930,39.45472671,31.62768178,כדורסל,yes,yes,yes
אלפי מנשה,200880,675740,35.00677834,32.17462176,מגרש ספורט,yes,yes,yes
אלפי מנשה,201380,675330,35.01208751,32.17093262,אולם ספורט,yes,no,yes
אלפי מנשה,201400,675330,35.01229955,32.17093295,כדורגל,yes,yes,yes
אלפי מנשה,201650,675580,35.01494548,32.17319141,אולם ספורט,yes,yes,yes
אלפי מנשה,201640,675550,35.01484001,32.17292071,כדורסל,yes,yes,yes
אלפי מנשה,201590,675440,35.01431194,32.17192795,טניס,yes,yes,yes
אלפי מנשה,201400,675260,35.01230088,32.1703017,כדורגל,yes,yes,yes
אלקנה,668983,203392,39.76434754,27.838324,אולם ספורט,yes,yes,yes
אלקנה,203740,668720,35.03721798,32.11135985,כדורסל,yes,yes,yes
אלקנה,203656,668614,35.03632971,32.11040277,מגרש ספורט,yes,yes,yes
אלקנה,202820,668800,35.02746874,32.11206804,כדורסל,yes,yes,yes
אלקנה,203930,668480,35.03923502,32.10919819,כדורסל,no,no,yes
אלקנה,203560,668500,35.03531445,32.10937337,אולם ספורט,yes,yes,yes
אלקנה,203483,668435,35.0344997,32.10878611,כדורסל,yes,yes,yes
אלקנה,203290,669180,35.03244223,32.11550172,כדורסל,yes,yes,yes
אלקנה,204001,669223,35.03997526,32.1158995,כדורסל,yes,yes,yes
אלקנה,203835,668724,35.03822448,32.11139725,מגרש ספורט,yes,yes,yes
אלקנה,203703,668872,35.03682344,32.11273006,כדורסל,yes,yes,yes
אלקנה,203818,669437,35.03803269,32.11782681,כדורסל,yes,yes,yes
אעבלין,218205,747733,35.1903713,32.82396739,מגרש ספורט,yes,yes,yes
אעבלין,219243,748208,35.20145628,32.82825121,מגרש ספורט,yes,yes,yes
אעבלין,217238,747854,35.1800441,32.82505685,מגרש ספורט,yes,yes,yes
אעבלין,746950,219275,40.55977926,27.95266164,מגרש ספורט,yes,yes,yes
אעבלין,747900,216900,40.56833362,27.93094922,מגרש ספורט,yes,yes,yes
אעבלין,748100,217450,40.57060149,27.93581139,אולם ספורט,yes,yes,yes
אעבלין,217000,747200,35.17750418,32.81915923,אולם ספורט,yes,yes,yes
אעבלין,219250,748200,35.20153104,32.82817907,כדורגל,no,no,yes
אעבלין,218000,747050,35.18818316,32.81780853,מגרש ספורט,yes,yes,yes
אעבלין,218314,747634,35.19153547,32.82307484,כדורסל,yes,yes,yes
אעבלין,218125,747680,35.18951703,32.82348939,מגרש ספורט,yes,yes,yes
אעבלין,218000,747100,35.18818308,32.81825938,מגרש ספורט,yes,yes,yes
אעבלין,218100,747650,35.1892501,32.82321885,מגרש ספורט,yes,yes,yes
אפרת,214339,617385,35.14979425,31.64850342,מגרש ספורט,yes,yes,yes
אפרת,215680,620896,35.16391822,31.68017307,כדורסל,no,yes,yes
אפרת,215672,619817,35.16383809,31.67044197,מגרש ספורט,yes,yes,yes
אפרת,214155,617700,35.14785267,31.65134344,מגרש ספורט,yes,yes,yes
אפרת,215698,619862,35.16411209,31.67084789,כדורסל,yes,yes,yes
אפרת,214324,618232,35.14963162,31.65614213,אולם ספורט,yes,yes,yes
אפרת,214972,619236,35.15645917,31.66519959,כדורסל,yes,yes,yes
אפרת,215492,619624,35.16194075,31.66870076,אולם ספורט,yes,yes,yes
אפרת,215512,619648,35.16215156,31.66891727,כדורסל,yes,yes,yes
אפרת,213776,617860,35.14385594,31.65278459,טניס,yes,yes,yes
אפרת,213804,617916,35.14415082,31.65328977,כדורגל,yes,yes,yes
אפרת,214404,617856,35.15047706,31.65275149,כדורסל,yes,yes,yes
אפרת,214348,617948,35.14988616,31.65358095,כדורסל,yes,yes,yes
אפרת,214648,617696,35.15305039,31.65130957,כדורסל,yes,yes,yes
אפרת,214328,618304,35.14967341,31.65679149,מגרש ספורט,yes,yes,yes
אריאל,217690,668160,35.18502662,32.10641878,אולם ספורט,yes,yes,yes
אריאל,219850,668020,35.20791169,32.10515772,כדורגל,yes,yes,yes
אריאל,218300,667820,35.19148998,32.1033535,אולם ספורט,yes,yes,yes
אריאל,216680,668070,35.17432598,32.10560507,אולם ספורט,yes,yes,yes
אריאל,216680,668070,35.17432598,32.10560507,כדורסל,yes,yes,yes
אריאל,218300,667820,35.19148998,32.1033535,אולם ספורט,yes,yes,yes
אריאל,218330,667770,35.19180788,32.10290263,טניס,yes,yes,yes
אריאל,218300,667820,35.19148998,32.1033535,מגרש ספורט,yes,yes,yes
אריאל,216300,667800,35.17030083,32.10316918,אולם ספורט,yes,yes,yes
אריאל,218300,667700,35.19149014,32.10227134,כדורסל,yes,yes,yes
אריאל,216450,667950,35.17188954,32.1045223,כדורגל,yes,yes,yes
אריאל,217750,668150,35.18566234,32.1063287,כדורגל,yes,yes,yes
אריאל,216300,667800,35.17030083,32.10316918,מגרש ספורט,yes,yes,yes
אריאל,217750,668150,35.18566234,32.1063287,מגרש ספורט,yes,yes,yes
אריאל,225950,670949,35.27255965,32.13155313,מגרש ספורט,yes,yes,yes
אשדוד,165446,632384,34.63351421,31.78250422,אולם ספורט,yes,yes,yes
אשדוד,166150,632160,34.64095883,31.78051729,מגרש ספורט,yes,yes,yes
אשדוד,166870,634200,34.64844985,31.79894746,מגרש ספורט,yes,yes,yes
אשדוד,164880,631330,34.62759777,31.77297232,אולם ספורט,yes,yes,yes
אשדוד,164910,631330,34.62791445,31.77297375,מגרש ספורט,yes,yes,yes
אשדוד,166310,633540,34.6425727,31.79296962,אולם ספורט,yes,yes,yes
אשדוד,167500,634600,34.65508083,31.80258355,כדורגל,yes,yes,yes
אשדוד,167380,634720,34.65380725,31.80366023,מגרש ספורט,yes,yes,yes
אשדוד,167090,632970,34.65083901,31.78786543,אולם ספורט,yes,yes,yes
אשדוד,167140,632920,34.65136959,31.78741682,אולם ספורט,yes,yes,yes
אשדוד,167070,632960,34.65062839,31.78777433,מגרש ספורט,yes,yes,yes
אשדוד,167070,632960,34.65062839,31.78777433,מגרש ספורט,yes,yes,yes
אשדוד,166290,632050,34.64244283,31.77953184,אולם ספורט,yes,yes,yes
אשדוד,166290,632080,34.64244119,31.77980239,מגרש ספורט,yes,yes,yes
אשדוד,165740,634300,34.63651242,31.79979658,מגרש ספורט,yes,yes,yes
אשדוד,168050,632340,34.66100791,31.78222773,אולם ספורט,yes,yes,yes
אשדוד,168000,632350,34.66047952,31.78231565,מגרש ספורט,yes,yes,yes
אשדוד,168090,632370,34.66142863,31.78250007,מגרש ספורט,yes,yes,yes
אשדוד,166700,634680,34.64662877,31.80326825,אולם ספורט,yes,yes,yes
אשדוד,165310,631140,34.6321475,31.77127937,מגרש ספורט,yes,yes,yes
אשדוד,165470,632370,34.63376836,31.78237911,מגרש ספורט,yes,yes,yes
אשדוד,165040,632280,34.62923374,31.78154706,מגרש ספורט,yes,yes,yes
אשדוד,166610,633850,34.64572344,31.79577914,אולם ספורט,yes,yes,yes
אשדוד,166310,635780,34.64245042,31.81316991,אולם ספורט,yes,yes,yes
אשדוד,167420,633290,34.65430605,31.7907663,מגרש ספורט,yes,yes,yes
אשדוד,167830,634960,34.65854642,31.80584502,אולם ספורט,yes,yes,yes
אשדוד,167840,634920,34.65865414,31.80548476,מגרש ספורט,yes,no,yes
אשדוד,167770,634980,34.65791176,31.80602266,מגרש ספורט,yes,yes,yes
אשדוד,167770,634850,34.65791866,31.80485032,מגרש ספורט,yes,yes,yes
אשדוד,165120,632640,34.63005824,31.78479735,אולם ספורט,yes,yes,yes
אשדוד,165110,632610,34.62995434,31.78452634,מגרש ספורט,yes,yes,yes
אשדוד,166640,632250,34.64612695,31.7813517,אולם ספורט,yes,yes,yes
אשדוד,166740,632250,34.64718267,31.78135633,מגרש ספורט,yes,yes,yes
אשדוד,166660,635680,34.64615214,31.81228438,מגרש ספורט,yes,yes,yes
אשדוד,166960,633920,34.64941527,31.79642657,אולם ספורט,yes,yes,yes
אשדוד,166720,631650,34.64700398,31.77594459,אולם ספורט,yes,yes,yes
אשדוד,168330,634690,34.66384062,31.80343269,אולם ספורט,yes,yes,yes
